Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Matt Adams*,20,31,142,130,16,45,11,0,4,27,0,0,11,21,.346,.394,.523,.917,68,4,0,0,1,3,,1
Alan Ahmady,21,67,296,243,46,71,13,1,3,32,2,3,47,52,.292,.407,.391,.798,95,4,2,1,3,0,,0
Hector Alvarez,22,2,5,4,0,1,0,0,0,0,0,0,1,2,.250,.400,.250,.650,1,0,0,0,0,0,,0
Matt Carpenter*,23,9,37,32,9,15,3,0,0,3,0,1,4,2,.469,.541,.563,1.103,18,0,1,0,0,0,,1
Ivan Castro,21,39,153,145,20,30,3,2,2,11,1,0,8,36,.207,.248,.297,.545,43,4,0,0,0,0,,0
Jack Cawley,23,9,36,30,5,9,1,0,0,1,1,0,6,5,.300,.417,.333,.750,10,1,0,0,0,0,,0
Kyle Conley,22,29,124,109,21,42,16,0,8,23,2,3,13,20,.385,.452,.752,1.204,82,1,1,0,1,1,,0
Luis De La Cruz,20,46,171,159,20,35,6,2,0,17,4,2,10,28,.220,.275,.283,.558,45,4,2,0,0,0,,0
Jon Edwards,21,29,119,112,11,26,4,1,2,13,1,0,5,46,.232,.269,.339,.608,38,3,1,0,1,0,,1
Edwin Gomez,21,3,9,9,0,2,1,0,0,2,0,0,0,3,.222,.222,.333,.556,3,0,0,0,0,0,,0
Devin Goodwin,22,55,239,209,31,50,19,1,3,22,2,2,25,36,.239,.316,.383,.699,80,3,0,2,3,1,,0
D'Marcus Ingram,21,37,158,138,19,40,5,4,0,12,18,2,17,20,.290,.372,.384,.756,53,0,1,2,0,0,,0
Ryan Jackson,21,67,283,245,29,53,4,1,0,14,4,3,29,37,.216,.297,.241,.538,59,6,0,7,2,1,,1
Jairo Martinez,22,29,105,96,11,17,3,0,1,7,1,0,6,33,.177,.229,.240,.468,23,2,1,0,2,0,,0
Travis Mitchell,21,19,63,58,4,9,1,0,0,4,3,2,4,21,.155,.206,.172,.379,10,0,0,0,1,0,,0
Beau Riportella,20,42,134,115,16,22,1,0,2,12,6,1,12,28,.191,.269,.252,.521,29,1,1,4,2,0,,0
Ryde Rodriguez,21,42,174,167,18,52,10,4,3,30,1,0,6,34,.311,.339,.473,.812,79,1,1,0,0,0,,0
Xavier Scruggs,21,41,171,145,21,34,7,0,7,26,1,1,21,48,.234,.345,.428,.773,62,2,4,0,1,0,,1
Michael Swinson*,19,23,108,92,13,18,5,1,0,9,4,1,11,24,.196,.279,.272,.551,25,0,0,4,1,1,,0
Guillermo Toribio#,22,17,46,44,4,7,1,0,0,4,0,2,2,12,.159,.196,.182,.377,8,0,0,0,0,0,,0
Niko Vasquez,20,70,279,249,19,52,11,2,2,21,1,1,26,56,.209,.283,.293,.576,73,6,1,0,3,0,,0
21 Players,20.9,76,2852,2531,333,630,125,19,37,290,52,24,264,564,.249,.321,.357,.678,904,42,16,20,21,7,,0
