Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Derek Baker*,24,127,526,449,50,132,28,3,11,81,1,2,67,67,.294,.395,.443,.839,199,8,9,0,1,3,0
Steve Barningham*,25,102,410,351,68,96,15,8,3,30,16,7,41,52,.274,.364,.387,.751,136,8,10,6,2,3,0
Jason Bryan,18,2,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0,0,0,0,0,0,0
Jorge Díaz,25,51,213,179,27,49,2,4,0,13,4,5,27,26,.274,.377,.330,.707,59,1,4,1,2,0,0
Douglas Garcia*,21,56,149,140,16,36,7,1,1,17,3,3,8,28,.257,.297,.343,.640,48,1,0,1,0,0,0
Osmani García,25,44,182,170,26,57,12,1,6,34,1,2,5,14,.335,.354,.524,.877,89,3,1,4,2,0,0
Junior Guerrero,20,85,326,275,40,52,6,4,0,21,7,5,36,65,.189,.296,.240,.536,66,7,6,8,1,0,0
Travis Hafner*,23,122,528,436,90,151,34,1,22,109,0,4,67,86,.346,.447,.580,1.027,253,9,18,0,7,2,1
Matt Halloran,22,5,17,14,1,2,2,0,0,5,0,0,1,4,.143,.235,.286,.521,4,2,1,0,1,0,0
Chris Jaile,19,4,12,8,1,2,0,0,0,1,0,0,4,2,.250,.500,.250,.750,2,0,0,0,0,0,0
Jeremy Jones,22,50,177,155,17,45,11,2,2,24,1,1,17,24,.290,.373,.426,.799,66,4,4,0,1,1,0
Ty Martin#,22,6,24,18,2,3,0,0,0,1,0,0,4,2,.167,.318,.167,.485,3,1,0,2,0,0,0
Jason McDonald#,28,5,19,15,4,5,2,0,0,1,1,0,4,5,.333,.474,.467,.940,7,0,0,0,0,0,1
Erick Mejias#,19,3,12,12,1,0,0,0,0,1,1,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,0
Dave Meliah*,23,104,434,407,65,118,24,7,6,50,2,2,16,53,.290,.318,.428,.745,174,7,3,3,5,2,0
Kevin Mench,22,132,583,491,118,164,39,9,27,121,19,7,78,72,.334,.427,.615,1.042,302,9,7,0,7,3,1
Amaurys Nina,22,102,418,354,52,91,10,9,1,39,11,7,48,86,.257,.361,.345,.705,122,11,10,5,1,1,0
Ramon Nivar,20,42,161,152,12,44,7,1,1,20,8,3,5,28,.289,.310,.368,.679,56,2,0,3,1,0,1
Jimmie Romano,23,45,147,129,15,42,5,1,1,12,4,3,15,24,.326,.397,.403,.800,52,2,1,1,1,0,0
Frederick Torres,20,80,302,275,34,65,18,0,3,20,1,1,19,65,.236,.293,.335,.628,92,6,4,2,2,0,0
Brandon Warriax,21,84,326,304,33,63,13,1,4,39,8,7,20,74,.207,.255,.296,.551,90,7,0,1,1,0,0
Corey Wright*,20,99,464,370,76,94,17,5,0,24,31,11,79,81,.254,.397,.327,.724,121,6,10,3,2,4,0
