Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Carlos Acevedo,23,1,4,.200,6.51,13,3,6,0,0,2,37.1,47,27,27,7,11,0,36,7,1,3,175,1.554,11.3,1.7,2.7,8.7,3.27,,0
Tomas Alastre,20,4,8,.333,5.32,23,23,0,0,0,0,118.1,135,86,70,21,44,0,80,14,1,13,528,1.513,10.3,1.6,3.3,6.1,1.82,,0
Frankie Bartow,21,3,2,.600,5.32,15,0,12,0,0,3,23.2,29,15,14,4,2,0,15,1,0,0,98,1.310,11.0,1.5,0.8,5.7,7.50,,0
A.J. Bogucki,23,1,2,.333,5.72,17,1,8,0,0,3,39.1,43,28,25,7,13,0,46,3,0,2,177,1.424,9.8,1.6,3.0,10.5,3.54,,0
Jared Brasher,23,0,5,.000,5.48,32,0,25,0,0,1,42.2,42,26,26,4,24,1,42,9,0,4,201,1.547,8.9,0.8,5.1,8.9,1.75,,0
Ben Braymer*,24,3,0,1.000,1.75,7,0,3,0,0,0,25.2,18,5,5,2,5,0,25,3,0,0,96,0.896,6.3,0.7,1.8,8.8,5.00,,1
Tim Cate*,20,0,3,.000,5.57,4,4,0,0,0,0,21.0,23,15,13,4,6,0,19,1,0,1,93,1.381,9.9,1.7,2.6,8.1,3.17,,0
Matthew DeRosier,23,3,4,.429,3.79,7,7,0,0,0,0,40.1,32,19,17,7,11,0,37,0,0,0,166,1.066,7.1,1.6,2.5,8.3,3.36,,0
Max Engelbrekt*,24,0,2,.000,7.50,5,0,3,0,0,0,6.0,9,7,5,1,3,0,4,0,0,0,30,2.000,13.5,1.5,4.5,6.0,1.33,,0
Steven Fuentes,21,2,1,.667,2.35,9,0,8,0,0,3,23.0,17,7,6,0,2,0,27,0,0,1,89,0.826,6.7,0.0,0.8,10.6,13.50,,0
Jhonatan German,23,2,1,.667,2.95,11,0,9,0,0,2,21.1,14,9,7,0,6,0,22,2,1,2,88,0.938,5.9,0.0,2.5,9.3,3.67,,0
Sam Held,23,5,8,.385,4.07,27,7,9,0,0,1,86.1,88,52,39,5,12,1,65,8,0,9,362,1.158,9.2,0.5,1.3,6.8,5.42,,0
Brigham Hill,22,4,3,.571,3.08,10,10,0,1,1,0,49.2,46,22,17,0,18,0,35,4,0,5,210,1.289,8.3,0.0,3.3,6.3,1.94,,0
Jared Johnson*,22,0,2,.000,5.01,17,0,6,0,0,1,32.1,34,20,18,2,23,0,25,4,0,5,154,1.763,9.5,0.6,6.4,7.0,1.09,,0
Kyle Johnston,21,2,3,.400,3.42,18,7,6,0,0,2,55.1,50,27,21,3,25,0,59,5,1,2,240,1.355,8.1,0.5,4.1,9.6,2.36,,0
Andrew Lee,24,4,5,.444,4.28,20,10,0,0,0,0,67.1,39,38,32,4,57,0,86,1,0,10,298,1.426,5.2,0.5,7.6,11.5,1.51,,0
Jeremy McKinney,23,1,0,1.000,0.00,9,0,6,0,0,1,11.0,7,1,0,0,1,0,17,0,0,0,40,0.727,5.7,0.0,0.8,13.9,17.00,,0
Phil Morse,24,2,0,1.000,8.79,23,0,15,0,0,3,28.2,45,33,28,2,16,1,26,2,1,2,148,2.128,14.1,0.6,5.0,8.2,1.63,,0
Jorge Pantoja,24,0,1,.000,2.63,7,0,4,0,0,0,13.2,13,5,4,1,1,0,9,1,0,0,57,1.024,8.6,0.7,0.7,5.9,9.00,,0
Carlos Pena,24,1,1,.500,6.00,19,0,5,0,0,2,36.0,36,24,24,4,20,0,41,1,0,8,162,1.556,9.0,1.0,5.0,10.3,2.05,,0
Malvin Pena,21,3,1,.750,3.60,6,6,0,0,0,0,30.0,37,15,12,1,4,0,27,0,2,2,133,1.367,11.1,0.3,1.2,8.1,6.75,,0
Nick Raquet*,22,4,6,.400,2.79,12,12,0,2,0,0,67.2,68,29,21,1,18,0,56,2,1,0,282,1.271,9.0,0.1,2.4,7.4,3.11,,0
Seth Romero*,22,0,1,.000,3.91,7,7,0,0,0,0,25.1,20,13,11,3,8,0,34,4,0,3,110,1.105,7.1,1.1,2.8,12.1,4.25,,1
Dave Smith,23,0,0,,17.36,3,0,2,0,0,0,4.2,11,9,9,2,1,0,6,2,0,0,28,2.571,21.2,3.9,1.9,11.6,6.00,,0
Jackson Stoeckinger*,22,3,6,.333,6.38,14,13,0,0,0,0,67.2,86,53,48,12,11,0,51,4,0,0,301,1.433,11.4,1.6,1.5,6.8,4.64,,0
Jackson Tetreault,22,3,8,.273,4.01,20,20,0,0,0,0,110.0,108,62,49,10,34,0,118,5,1,8,473,1.291,8.8,0.8,2.8,9.7,3.47,,0
Alex Troop*,21,1,3,.250,4.76,4,3,0,0,0,0,17.0,21,12,9,2,5,0,16,0,0,0,79,1.529,11.1,1.1,2.6,8.5,3.20,,0
Connor Zwetsch,23,0,1,.000,12.60,5,0,3,0,0,1,5.0,9,8,7,1,1,0,6,1,0,1,27,2.000,16.2,1.8,1.8,10.8,6.00,,0
28 Players,22.3,52,81,.391,4.58,133,133,130,3,11,25,1106.1,1127,667,563,110,382,3,1030,84,9,81,4845,1.364,9.2,0.9,3.1,8.4,2.70,,0
