Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Garvin Alston,28,3,2,.600,6.46,18,0,10,0,0,0,30.2,30,23,22,5,9,3,24,5,0,3,137,1.272,8.8,1.5,2.6,7.0,2.67,1
Jeff Austin,23,2,2,.500,2.93,6,6,0,1,0,0,43.0,33,16,14,3,4,0,31,5,0,2,168,0.860,6.9,0.6,0.8,6.5,7.75,1
Jason Baker,25,4,5,.444,6.26,17,12,1,0,0,0,69.0,87,50,48,8,35,0,49,6,0,6,323,1.768,11.3,1.0,4.6,6.4,1.40,0
Jaime Bluma,28,0,0,,18.00,2,0,2,0,0,0,2.0,3,4,4,0,3,0,2,0,0,0,12,3.000,13.5,0.0,13.5,9.0,0.67,1
Tim Byrdak*,26,0,0,,5.40,4,0,1,0,0,0,6.2,9,4,4,1,3,0,1,0,0,0,29,1.800,12.2,1.4,4.1,1.4,0.33,1
Kiko Calero,25,10,7,.588,3.63,28,25,0,0,0,0,153.2,141,74,62,16,66,2,130,10,1,7,648,1.347,8.3,0.9,3.9,7.6,1.97,1
Tony Cogan*,23,1,1,.500,11.57,2,0,1,0,0,0,2.1,6,4,3,0,2,1,1,0,0,0,15,3.429,23.1,0.0,7.7,3.9,0.50,1
Chris George*,20,8,5,.615,3.14,18,18,0,0,0,0,97.1,92,41,34,5,51,1,80,6,2,2,429,1.469,8.5,0.5,4.7,7.4,1.57,1
Jason Gooding*,25,6,3,.667,4.00,29,6,7,0,0,2,81.0,97,47,36,12,26,2,46,1,0,2,348,1.519,10.8,1.3,2.9,5.1,1.77,0
Junior Guerrero,22,4,10,.286,5.70,28,24,2,0,0,0,131.0,153,93,83,25,69,2,79,3,3,8,603,1.695,10.5,1.7,4.7,5.4,1.14,0
Larry Huff,28,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,1.000,0.0,0.0,9.0,0.0,0.00,0
Justin Lamber*,24,5,3,.625,6.55,43,0,19,0,0,2,68.2,85,54,50,8,58,10,43,2,1,6,327,2.083,11.1,1.0,7.6,5.6,0.74,0
Mike MacDougal,23,0,1,.000,7.71,2,2,0,0,0,0,11.2,16,10,10,0,7,0,9,1,0,1,54,1.971,12.3,0.0,5.4,6.9,1.29,1
Robbie Morrison,23,3,3,.500,3.38,34,1,18,0,0,5,61.1,58,30,23,6,29,3,49,0,0,5,263,1.418,8.5,0.9,4.3,7.2,1.69,0
Scott Mullen*,25,3,2,.600,3.19,33,1,16,0,0,7,73.1,65,27,26,5,26,1,61,1,0,3,299,1.241,8.0,0.6,3.2,7.5,2.35,1
Javier Pamus,25,0,0,,1.80,3,0,1,0,0,0,5.0,5,1,1,0,1,0,1,0,0,0,19,1.200,9.0,0.0,1.8,1.8,1.00,0
Shawn Sedlacek,23,15,6,.714,3.66,35,16,11,1,0,3,140.1,153,69,57,10,43,4,81,12,2,8,612,1.397,9.8,0.6,2.8,5.2,1.88,1
Shawn Sonnier,23,0,3,.000,2.25,48,0,42,0,0,21,64.0,41,22,16,6,26,3,90,3,0,4,260,1.047,5.8,0.8,3.7,12.7,3.46,0
Blake Stein,26,1,0,1.000,6.23,2,2,0,0,0,0,8.2,10,6,6,2,1,0,12,0,0,1,37,1.269,10.4,2.1,1.0,12.5,12.00,1
Corey Thurman,21,4,5,.444,4.83,9,9,0,0,0,0,50.1,46,34,27,10,24,0,47,3,1,4,222,1.391,8.2,1.8,4.3,8.4,1.96,1
Dave Willis,25,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.000,0.0,0.0,0.0,0.0,,0
Kris Wilson,23,7,3,.700,3.51,21,15,1,1,0,0,102.2,99,52,40,12,21,0,69,6,1,4,425,1.169,8.7,1.1,1.8,6.0,3.29,1
