Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
John Ambrose,25,3,4,.429,4.22,45,0,28,0,0,15,49.0,48,31,23,3,32,3,49,3,0,8,226,1.633,8.8,0.6,5.9,9.0,1.53,0,2000,AA,STL
Corey Avrard,23,0,6,.000,5.45,57,0,33,0,0,14,71.0,64,46,43,10,53,4,57,1,0,10,323,1.648,8.1,1.3,6.7,7.2,1.08,0,2000,AA,STL
Adam Benes,27,2,5,.286,4.32,26,10,4,0,0,0,83.1,93,43,40,8,20,5,55,1,0,3,355,1.356,10.0,0.9,2.2,5.9,2.75,0,2000,AA,STL
Justin Brunette*,24,0,0,,3.00,3,0,1,0,0,0,3.0,5,4,1,1,0,0,1,0,0,0,13,1.667,15.0,3.0,0.0,3.0,,1,2000,AA,STL
Patrick Coogan,24,9,13,.409,5.10,27,26,1,1,0,0,150.0,164,96,85,21,62,0,79,9,1,7,661,1.507,9.8,1.3,3.7,4.7,1.27,0,2000,AA,STL
Kevin Crafton,26,9,5,.643,2.55,57,0,28,0,0,4,70.2,69,24,20,5,28,4,48,2,0,1,302,1.373,8.8,0.6,3.6,6.1,1.71,0,2000,AA,STL
Jim Crowell*,26,1,1,.500,5.40,12,0,6,0,0,1,15.0,16,10,9,1,8,1,10,1,0,0,68,1.600,9.6,0.6,4.8,6.0,1.25,1,2000,AA,STL
Alex Eckelman,25,0,0,,0.00,2,0,2,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.000,9.0,0.0,0.0,9.0,,0,2000,AA,STL
Lance Franks,24,6,4,.600,5.16,43,7,5,0,0,0,89.0,90,59,51,16,44,4,56,3,1,3,396,1.506,9.1,1.6,4.4,5.7,1.27,0,2000,AA,STL
Chad Hutchinson,23,2,3,.400,3.38,11,11,0,1,1,0,48.0,40,21,18,1,27,0,54,2,0,2,206,1.396,7.5,0.2,5.1,10.1,2.00,1,2000,AA,STL
Tristan Jerue,24,0,2,.000,8.44,4,4,0,0,0,0,10.2,14,13,10,2,16,0,5,1,0,1,60,2.813,11.8,1.7,13.5,4.2,0.31,0,2000,AA,STL
Jason Karnuth,24,2,3,.400,3.75,8,8,0,1,0,0,50.1,59,30,21,3,14,0,31,1,1,5,220,1.450,10.5,0.5,2.5,5.5,2.21,1,2000,AA,STL
Jeremy Lambert,21,0,2,.000,3.83,39,0,5,0,0,3,47.0,41,27,20,1,28,7,63,1,0,0,207,1.468,7.9,0.2,5.4,12.1,2.25,0,2000,AA,STL
Otoniel Lanfranco,23,9,6,.600,5.04,33,18,4,0,0,0,119.2,123,75,67,17,52,0,70,6,1,3,527,1.462,9.3,1.3,3.9,5.3,1.35,0,2000,AA,STL
Matt Morris,25,0,0,,6.43,2,2,0,0,0,0,7.0,8,5,5,0,4,0,7,0,0,0,31,1.714,10.3,0.0,5.1,9.0,1.75,1,2000,AA,STL
Juan Munoz*,26,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,1,0,0,2,0,0,0,4,1.000,9.0,9.0,0.0,18.0,,0,2000,AA,STL
Jason Navarro*,24,2,2,.500,5.71,33,0,8,0,0,2,34.2,36,25,22,2,18,2,35,5,0,2,154,1.558,9.3,0.5,4.7,9.1,1.94,0,2000,AA,STL
Josh Pearce,22,5,6,.455,5.46,17,17,0,0,0,0,97.1,117,68,59,13,35,2,63,6,1,5,441,1.562,10.8,1.2,3.2,5.8,1.80,1,2000,AA,STL
Britt Reames,26,2,3,.400,6.13,8,8,0,0,0,0,39.2,46,28,27,4,18,0,39,2,0,1,178,1.613,10.4,0.9,4.1,8.8,2.17,1,2000,AA,STL
Jose Rodriguez*,25,1,0,1.000,2.45,10,0,2,0,0,1,11.0,7,3,3,0,4,2,8,0,0,0,47,1.000,5.7,0.0,3.3,6.5,2.00,1,2000,AA,STL
Kevin Sheredy,25,0,2,.000,14.18,21,0,4,0,0,0,26.2,42,45,42,7,29,0,12,6,2,5,154,2.663,14.2,2.4,9.8,4.1,0.41,0,2000,AA,STL
Bud Smith*,20,12,1,.923,2.32,18,18,0,3,3,0,108.2,93,32,28,5,27,1,102,4,0,5,439,1.104,7.7,0.4,2.2,8.4,3.78,1,2000,AA,STL
Gene Stechschulte,26,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,0,0,3,1,0,0,8,0.000,0.0,0.0,0.0,13.5,,1,2000,AA,STL
Mark Thompson,29,0,0,,4.91,1,1,0,0,0,0,3.2,6,2,2,0,0,0,3,0,0,0,16,1.636,14.7,0.0,0.0,7.4,,1,2000,AA,STL
Clint Weibl,25,3,3,.500,4.74,10,9,0,0,0,0,57.0,57,35,30,10,19,0,51,1,0,1,243,1.333,9.0,1.6,3.0,8.1,2.68,0,2000,AA,STL
