Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Merrill Kelly,30,13,14,.481,4.42,32,32,0,0,0,0,183.1,184,95,90,29,57,4,158,2,0,4,777,101,4.51,1.315,9.0,1.4,2.8,7.8,2.77,1
SP,Robbie Ray*,27,12,8,.600,4.34,33,33,0,0,0,0,174.1,150,91,84,30,84,5,235,5,0,7,747,103,4.29,1.342,7.7,1.5,4.3,12.1,2.80,1
SP,Zack Greinke,35,10,4,.714,2.90,23,23,0,0,0,0,146.0,117,48,47,15,21,2,135,3,0,1,562,154,3.19,0.945,7.2,0.9,1.3,8.3,6.43,1
SP,Taylor Clarke,26,5,5,.500,5.31,23,15,3,0,0,1,84.2,86,55,50,23,30,0,68,6,0,3,369,84,6.41,1.370,9.1,2.4,3.2,7.2,2.27,1
SP,Alex Young*,25,7,5,.583,3.56,17,15,0,0,0,0,83.1,72,40,33,14,27,4,71,4,0,2,349,125,4.81,1.188,7.8,1.5,2.9,7.7,2.63,1
SP,Luke Weaver,25,4,3,.571,2.94,12,12,0,0,0,0,64.1,55,22,21,6,14,1,69,3,0,0,260,152,3.07,1.073,7.7,0.8,2.0,9.7,4.93,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Archie Bradley,26,4,5,.444,3.52,66,1,32,0,0,18,71.2,67,30,28,5,36,2,87,5,0,0,317,127,3.41,1.437,8.4,0.6,4.5,10.9,2.42,1
RP,Matt Andriese,29,5,5,.500,4.71,54,0,13,0,0,1,70.2,72,37,37,8,27,4,79,3,2,9,310,95,3.72,1.401,9.2,1.0,3.4,10.1,2.93,1
RP,Yoan López,26,2,7,.222,3.41,70,0,13,0,0,1,60.2,52,27,23,11,17,2,42,0,0,1,246,131,5.03,1.137,7.7,1.6,2.5,6.2,2.47,1
RP,Yoshihisa Hirano,35,5,5,.500,4.75,62,0,11,0,0,1,53.0,51,31,28,7,22,2,61,3,0,2,233,94,4.04,1.377,8.7,1.2,3.7,10.4,2.77,1
RP,Andrew Chafin*,29,2,2,.500,3.76,77,0,6,0,0,0,52.2,52,23,22,6,18,0,68,2,0,2,225,119,3.25,1.329,8.9,1.0,3.1,11.6,3.78,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zack Godley,29,3,5,.375,6.39,27,9,9,0,0,2,76.0,81,55,54,12,35,2,58,4,1,3,338,70,5.28,1.526,9.6,1.4,4.1,6.9,1.66,1
,Mike Leake,31,3,3,.500,4.35,10,10,0,0,0,0,60.0,74,36,29,15,8,1,27,6,0,0,259,103,6.26,1.367,11.1,2.3,1.2,4.1,3.38,1
,T.J. McFarland*,30,0,0,,4.82,51,0,13,0,0,0,56.0,71,35,30,6,20,5,35,1,0,1,250,93,4.48,1.625,11.4,1.0,3.2,5.6,1.75,1
,Zac Gallen,23,2,3,.400,2.89,8,8,0,0,0,0,43.2,37,14,14,5,18,0,53,2,0,2,183,155,3.65,1.260,7.6,1.0,3.7,10.9,2.94,1
,Jon Duplantier,24,1,1,.500,4.42,15,3,5,0,0,1,36.2,39,18,18,2,18,1,34,5,0,2,163,101,3.95,1.555,9.6,0.5,4.4,8.3,1.89,1
,Greg Holland,33,1,2,.333,4.54,40,0,27,0,0,17,35.2,25,18,18,5,24,2,41,0,0,6,152,99,4.76,1.374,6.3,1.3,6.1,10.3,1.71,1
,Stefan Crichton,27,1,0,1.000,3.56,28,0,9,0,0,0,30.1,23,12,12,3,8,1,33,2,0,1,123,126,3.31,1.022,6.8,0.9,2.4,9.8,4.13,1
,Kevin Ginkel,25,3,0,1.000,1.48,25,0,4,0,0,2,24.1,15,7,4,2,9,0,28,0,0,2,96,304,3.09,0.986,5.5,0.7,3.3,10.4,3.11,1
,Matt Koch,28,0,0,,9.15,9,0,5,0,0,0,20.2,29,21,21,8,4,0,9,5,0,1,96,49,8.68,1.597,12.6,3.5,1.7,3.9,2.25,1
,James Sherfy,27,1,0,1.000,5.89,17,0,4,0,0,1,18.1,23,12,12,4,5,0,22,1,1,0,83,77,4.63,1.527,11.3,2.0,2.5,10.8,4.40,1
,Robby Scott*,29,1,0,1.000,4.91,11,0,1,0,0,0,7.1,8,4,4,1,7,0,9,0,0,0,37,95,5.40,2.045,9.8,1.2,8.6,11.0,1.29,1
,Joel Payamps,25,0,0,,4.50,2,0,1,0,0,0,4.0,4,2,2,0,3,0,3,0,0,0,17,107,3.96,1.750,9.0,0.0,6.8,6.8,1.00,1
,John Ryan Murphy,28,0,0,,27.00,2,0,2,0,0,0,3.0,10,9,9,3,3,0,0,0,0,0,22,18,19.21,4.333,30.0,9.0,9.0,0.0,0.00,1
,Alex Avila,32,0,0,,4.50,2,0,2,0,0,0,2.0,2,1,1,0,1,0,1,0,0,0,8,116,3.71,1.500,9.0,0.0,4.5,4.5,1.00,1
,Caleb Joseph,33,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,4,,3.21,0.000,0.0,0.0,0.0,0.0,,1
,Taijuan Walker,26,0,0,,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,,1.21,1.000,9.0,0.0,0.0,9.0,,1
,Team Totals,28.6,85,77,.525,4.25,162,162,162,0,0,45,1465.0,1400,743,691,220,516,38,1427,62,4,49,6230,105,4.40,1.308,8.6,1.4,3.2,8.8,2.77,1
,Rank in 15 NL teams,,7,9,,7,,,,12,5,5,2 ,10,7,8,9,4,,9,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
