Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Willie Argo,22,5,17,16,1,2,1,0,0,0,0,0,1,3,.125,.176,.188,.364,3,1,0,0,0,0,0
Ryan Brett#,20,100,456,410,77,117,20,3,6,35,48,8,37,73,.285,.348,.393,.741,161,9,4,2,3,3,1
Joel Caminero,22,39,141,134,12,28,4,0,1,12,1,0,5,27,.209,.243,.261,.504,35,4,1,1,0,0,0
Kes Carter*,22,37,158,127,16,29,5,2,2,16,9,4,23,34,.228,.363,.346,.710,44,2,5,1,2,0,0
Keith Castillo#,24,8,30,24,5,6,1,0,0,2,0,0,6,5,.250,.400,.292,.692,7,0,0,0,0,0,0
Todd Glaesmann,21,91,392,352,57,99,17,5,13,53,8,3,22,89,.281,.338,.469,.806,165,6,11,1,6,2,0
Tyler Goeddel,19,103,379,329,52,81,19,2,6,46,30,5,38,94,.246,.335,.371,.706,122,8,7,3,2,0,1
Jake Hager,19,114,501,442,63,124,22,3,10,72,17,11,40,60,.281,.345,.412,.757,182,15,7,6,6,0,1
Ben Kline,23,9,36,32,2,9,2,0,1,4,0,1,2,9,.281,.343,.438,.780,14,0,1,1,0,0,0
Jeff Malm*,21,128,540,464,67,122,36,3,13,61,6,3,62,127,.263,.356,.438,.793,203,10,8,0,6,2,0
Taylor Motter,22,99,361,303,41,74,17,2,5,37,24,12,50,60,.244,.357,.363,.720,110,10,3,5,0,2,1
Juniel Querecuto#,19,106,436,386,53,96,17,2,0,32,13,6,38,79,.249,.316,.303,.619,117,10,1,9,2,0,1
Matt Rice,23,74,290,246,26,74,9,2,4,33,2,1,34,38,.301,.390,.402,.793,99,10,4,3,3,0,0
Josh Sale*,20,74,297,239,35,63,10,4,10,44,7,6,51,62,.264,.391,.464,.855,111,5,2,0,5,7,0
Alejandro Segovia,22,70,284,245,43,66,14,2,15,45,2,0,29,36,.269,.362,.527,.888,129,6,7,2,1,0,0
Cam Seitzer*,22,118,488,424,50,130,36,2,4,54,1,1,55,83,.307,.386,.429,.815,182,18,3,1,5,5,0
Alejandro Torres,23,6,24,20,1,3,0,0,0,1,0,0,3,8,.150,.292,.150,.442,3,0,1,0,0,0,0
Drew Vettleson*,20,132,562,505,80,139,24,5,15,69,20,11,51,117,.275,.340,.432,.772,218,14,1,0,5,1,0
