Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brad Ausmus,36,134,451,387,35,100,19,0,3,47,5,3,51,48,.258,.351,.331,.682,80,128,17,5,7,1,8,1
1B,Lance Berkman#,29,132,565,468,76,137,34,1,24,82,4,1,91,72,.293,.411,.524,.934,143,245,18,4,0,2,12,1
2B,Craig Biggio,39,155,651,590,94,156,40,1,26,69,11,1,37,90,.264,.325,.468,.792,104,276,10,17,4,3,2,1
SS,Adam Everett,28,152,595,549,58,136,27,2,11,54,21,7,26,103,.248,.290,.364,.654,70,200,5,8,8,4,1,1
3B,Morgan Ensberg,29,150,624,526,86,149,30,3,36,101,6,7,85,119,.283,.388,.557,.945,144,293,12,8,0,5,9,1
LF,Chris Burke,25,108,359,318,49,79,19,2,5,26,11,6,23,62,.248,.309,.368,.676,76,117,7,6,9,3,0,1
CF,Willy Taveras,23,152,635,592,82,172,13,4,3,29,34,11,25,103,.291,.325,.341,.666,75,202,4,7,7,4,1,1
RF,Jason Lane,28,145,561,517,65,138,34,4,26,78,6,2,32,105,.267,.316,.499,.815,109,258,10,7,0,5,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,Mike Lamb*,29,125,349,322,41,76,13,5,12,53,1,1,22,65,.236,.284,.419,.703,81,135,10,1,0,4,1,1
OF,Orlando Palmeiro*,36,114,231,204,22,58,17,2,3,20,3,1,15,23,.284,.341,.431,.772,101,88,4,4,5,3,1,1
IF,Jose Vizcaino#,37,98,205,187,15,46,10,2,1,23,2,0,15,40,.246,.299,.337,.636,66,63,2,0,1,2,4,1
1B,Jeff Bagwell,37,39,123,100,11,25,4,0,3,19,0,0,18,21,.250,.358,.380,.738,94,38,2,1,0,4,1,1
UT,Eric Bruntlett,27,91,121,109,19,24,5,2,4,14,7,2,10,25,.220,.292,.413,.705,82,45,4,1,1,0,0,1
C,Raul Chavez,32,37,105,99,6,17,3,0,2,6,1,0,4,18,.172,.210,.263,.472,23,26,5,1,0,1,0,1
LF,Luke Scott*,27,34,89,80,6,15,4,2,0,4,1,1,9,23,.188,.270,.288,.557,46,23,0,0,0,0,1,1
C,Humberto Quintero,25,18,57,54,6,10,1,0,1,8,0,0,1,10,.185,.200,.259,.459,19,14,3,0,2,0,1,1
OF,Todd Self*,26,21,49,45,7,9,2,0,1,4,0,0,3,9,.200,.250,.311,.561,46,14,2,0,1,0,0,1
OF,Charles Gipson,32,19,14,11,2,2,1,0,0,1,1,1,1,3,.182,.250,.273,.523,37,3,0,0,2,0,0,1
CF,Charlton Jimerson,25,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Roy Oswalt,27,33,83,73,1,13,0,0,0,2,0,0,2,19,.178,.211,.178,.389,3,13,0,1,7,0,0,1
P,Andy Pettitte*,33,32,79,62,1,5,0,0,0,3,0,0,1,19,.081,.094,.081,.174,-54,5,0,0,15,1,0,1
P,Roger Clemens,42,31,69,58,2,12,2,0,0,4,0,0,5,18,.207,.281,.241,.523,39,14,1,1,5,0,0,1
P,Brandon Backe,27,25,53,45,5,10,2,2,0,6,1,0,3,12,.222,.271,.356,.626,62,16,0,0,5,0,0,1
P,Wandy Rodriguez#,26,24,43,40,3,6,0,0,0,1,0,0,2,16,.150,.190,.150,.340,-9,6,0,0,1,0,0,1
P,Ezequiel Astacio,25,21,23,21,0,3,0,0,0,0,0,0,0,12,.143,.143,.143,.286,-25,3,0,0,2,0,0,1
P,Brandon Duckworth,29,7,3,3,1,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,329,3,0,0,0,0,0,1
P,Chad Qualls,26,75,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Chad Harville,28,34,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Mike Burns,26,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Scott Strickland,29,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Travis Driskill,33,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Gallo*,28,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Dan Wheeler,27,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,John Franco*,44,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Russ Springer,36,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Brad Lidge,28,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,30.4,163,6139,5462,693,1400,281,32,161,654,115,44,481,1037,.256,.322,.408,.730,90,2228,116,72,82,42,43,1
,Rank in 16 NL teams,,,,12,11,14,13,6,9,,3,14,13,6,13,12,11,11,,12,,3,,9,,1
,Non-Pitcher Totals,30.3,163,5784,5158,680,1349,276,30,161,638,114,44,468,939,.262,.329,.420,.749,95,2168,115,70,47,41,43,1
,Pitcher Totals,31.0,163,355,304,13,51,5,2,0,16,1,0,13,98,.168,.206,.197,.404,7,60,1,2,35,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
