Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jason Kendall,31,150,676,601,70,163,28,1,0,53,8,3,50,39,.271,.345,.321,.666,80,193,26,20,0,5,0,1
1B,Dan Johnson*,25,109,434,375,54,103,21,0,15,58,0,1,50,52,.275,.355,.451,.806,113,169,11,1,0,8,1,1
2B,Mark Ellis,28,122,486,434,76,137,21,5,13,52,1,3,44,51,.316,.384,.477,.861,128,207,10,4,4,0,1,1
SS,Bobby Crosby,25,84,371,333,66,92,25,4,9,38,0,0,35,54,.276,.346,.456,.802,112,152,10,1,1,1,0,1
3B,Eric Chavez*,27,160,694,625,92,168,40,1,27,101,6,0,58,129,.269,.329,.466,.794,109,291,9,2,0,9,4,1
LF,Bobby Kielty#,28,116,433,377,55,99,20,0,10,57,3,2,50,67,.263,.350,.395,.746,99,149,14,2,2,2,3,1
CF,Mark Kotsay*,29,139,629,582,75,163,35,1,15,82,5,5,40,51,.280,.325,.421,.746,97,245,13,1,2,4,3,1
RF,Nick Swisher#,24,131,522,462,66,109,32,1,21,74,0,1,55,110,.236,.322,.446,.768,102,206,9,4,0,1,3,1
DH,Scott Hatteberg*,35,134,523,464,52,119,19,0,7,59,0,1,51,54,.256,.334,.343,.677,82,159,22,4,2,2,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Marco Scutaro,29,118,423,381,48,94,22,3,9,37,5,2,36,48,.247,.310,.391,.701,86,149,6,0,4,2,1,1
OF,Jay Payton,32,69,291,275,38,74,9,1,13,42,0,1,14,33,.269,.302,.451,.753,97,124,4,0,0,2,2,1
LF,Eric Byrnes,29,59,215,192,30,51,15,2,7,24,2,2,14,27,.266,.336,.474,.810,113,91,1,7,1,1,0,1
DH,Erubiel Durazo*,31,41,167,152,15,36,6,1,4,16,1,0,14,24,.237,.305,.368,.674,79,56,6,1,0,0,0,1
2B,Keith Ginter,29,51,156,137,12,22,5,0,3,25,0,0,13,25,.161,.234,.263,.497,32,36,5,1,2,3,0,1
C,Adam Melhuse#,33,39,102,97,11,24,7,0,2,12,0,0,5,28,.247,.284,.381,.666,76,37,0,0,0,0,0,1
OF,Charles Thomas*,26,30,55,46,4,5,0,0,0,1,0,1,5,8,.109,.255,.109,.363,3,5,0,4,0,0,0,1
OF,Matt Watson*,26,19,50,48,4,9,3,0,0,5,0,0,2,4,.188,.220,.250,.470,25,12,1,0,0,0,0,1
UT,Hiram Bocachica,29,9,19,19,2,2,0,0,0,0,0,0,0,7,.105,.105,.105,.211,-43,2,0,0,0,0,0,1
UT,Freddie Bynum*,25,7,7,7,0,2,1,0,0,1,0,0,0,3,.286,.286,.429,.714,87,3,0,0,0,0,0,1
UT,Jermaine Clark*,28,4,1,0,2,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
C,Alberto Castillo,35,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Barry Zito*,27,3,7,7,0,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,-23,1,0,0,0,0,0,1
P,Dan Haren,24,2,5,5,0,2,1,0,0,2,0,0,0,0,.400,.400,.600,1.000,162,3,0,0,0,0,0,1
P,Joe Blanton,24,2,4,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,79,1,1,0,1,0,0,1
P,Ryan Glynn,30,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kirk Saarloos,26,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Keiichi Yabu,36,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kiko Calero,30,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Juan Cruz,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Octavio Dotel,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jay Witasick,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tim Harikkala,33,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joe Kennedy,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Santiago Casilla,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Seth Etherton,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Huston Street,21,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Ron Flores*,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Justin Duchscherer,27,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Britt Reames,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Ricardo Rincon*,35,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Rich Harden*,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,28.7,162,6275,5627,772,1476,310,20,155,739,31,22,537,819,.262,.330,.407,.737,96,2291,148,52,19,40,22,1
,Rank in 14 AL teams,,,,2,6,10,4,13,9,,14,3,3,1,11,5,10,10,,10,,10,,11,,1
,Non-Pitcher Totals,28.7,162,6255,5608,772,1472,309,20,155,737,31,22,537,815,.262,.330,.408,.738,96,2286,147,52,18,40,22,1
,Pitcher Totals,24.0,162,20,19,0,4,1,0,0,2,0,0,0,4,.211,.211,.263,.474,26,5,1,0,1,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
