Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Rob Burger,24,0,0,,2.84,3,0,2,0,0,0,6.1,4,3,2,0,2,0,4,1,0,0,27,0.947,5.7,0.0,2.8,5.7,2.00,0,2000,A,COL
Rick Cercy,23,4,1,.800,1.18,44,0,18,0,0,4,61.0,38,10,8,3,21,0,78,4,0,1,236,0.967,5.6,0.4,3.1,11.5,3.71,0,2000,A,COL
Luis Colmenares,23,0,0,,2.57,6,0,4,0,0,0,7.0,5,2,2,1,5,0,8,1,0,0,31,1.429,6.4,1.3,6.4,10.3,1.60,0,2000,A,COL
Aaron Cook,21,10,7,.588,2.96,21,21,0,4,2,0,142.2,130,54,47,10,23,0,118,16,0,5,579,1.072,8.2,0.6,1.5,7.4,5.13,1,2000,A,COL
Jorge De Paula,21,8,13,.381,4.70,28,27,0,1,1,0,155.0,151,90,81,16,62,0,187,13,2,7,663,1.374,8.8,0.9,3.6,10.9,3.02,1,2000,A,COL
Scott Dohmann,22,1,5,.167,6.06,7,7,0,0,0,0,32.2,43,24,22,3,8,0,36,3,1,3,149,1.561,11.8,0.8,2.2,9.9,4.50,1,2000,A,COL
Cam Esslinger,23,4,2,.667,3.06,47,2,39,0,0,24,64.2,55,23,22,2,23,1,84,3,0,4,271,1.206,7.7,0.3,3.2,11.7,3.65,0,2000,A,COL
Ryan Kibler,19,10,14,.417,4.41,26,26,0,0,0,0,155.0,173,107,76,9,67,0,110,14,0,7,711,1.548,10.0,0.5,3.9,6.4,1.64,0,2000,A,COL
Jake Kidd,22,1,1,.500,4.70,20,0,11,0,0,0,30.2,43,16,16,0,9,0,25,3,0,3,140,1.696,12.6,0.0,2.6,7.3,2.78,0,2000,A,COL
Jesse Labitzke*,22,1,0,1.000,4.96,36,0,9,0,0,0,52.2,64,32,29,3,36,0,38,0,0,2,248,1.899,10.9,0.5,6.2,6.5,1.06,0,2000,A,COL
Javier Lorenzo,21,0,0,,14.63,6,0,1,0,0,1,8.0,12,15,13,1,11,0,9,3,0,2,52,2.875,13.5,1.1,12.4,10.1,0.82,0,2000,A,COL
Yoel Monzon,23,4,1,.800,3.23,39,0,10,0,0,2,64.0,48,28,23,9,20,0,83,9,0,2,271,1.063,6.8,1.3,2.8,11.7,4.15,0,2000,A,COL
Chris Moore,23,0,0,,13.50,1,0,1,0,0,0,0.2,2,1,1,0,0,0,0,0,0,0,4,3.000,27.0,0.0,0.0,0.0,,0,2000,A,COL
Enemencio Pacheco,21,8,10,.444,3.69,21,21,0,0,0,0,117.0,129,67,48,9,35,0,79,10,0,8,508,1.402,9.9,0.7,2.7,6.1,2.26,0,2000,A,COL
Brandon Puffer,24,0,0,,8.16,14,0,9,0,0,5,14.1,19,16,13,3,11,3,15,3,0,3,75,2.093,11.9,1.9,6.9,9.4,1.36,1,2000,A,COL
Kasey Richardson*,23,0,1,.000,5.11,9,0,4,0,0,0,12.1,16,10,7,3,5,0,9,0,0,1,56,1.703,11.7,2.2,3.6,6.6,1.80,0,2000,A,COL
Tom Stepka,24,0,5,.000,6.88,16,7,2,1,0,0,52.1,82,43,40,4,12,0,34,1,0,2,246,1.796,14.1,0.7,2.1,5.8,2.83,0,2000,A,COL
Chin-hui Tsao,19,11,8,.579,2.73,24,24,0,0,0,0,145.0,119,54,44,8,40,0,187,5,1,6,591,1.097,7.4,0.5,2.5,11.6,4.68,1,2000,A,COL
Chris Warren,23,1,0,1.000,0.00,1,0,1,0,0,0,2.0,1,0,0,0,1,0,1,0,0,0,8,1.000,4.5,0.0,4.5,4.5,1.00,0,2000,A,COL
Colin Young*,22,3,1,.750,1.41,36,0,18,0,0,2,64.0,37,10,10,2,22,2,91,4,0,1,247,0.922,5.2,0.3,3.1,12.8,4.14,0,2000,A,COL
